meta-configNo;meta-seed;fs-TCAlgo;fs-TCParamK;fs-TCParamA;fs-WOpt;fs-TCint;fc-MobSpeed;fc-Scenario;fc-DatacollectionProbability;fc-WorldSize;fc-NodeCount;fc-EdgeCount;fc-TopologyDensity;m-EMean;m-EMedian;m-EStddev;m-EJain;m-DropRate;m-EndToEndDropRate;m-EndToEndLatency;m-TopologyStorageSpanner;m-TopologyDensitySpanner;m-HopSpannerMean;m-HopSpannerMax
749;4;LSTAR_KTC;1.41;2.00;0.00;1.0;0.500;DATACOLLECTION;1.00;400;100;2390;47.8;38514806.65;25182073.13;29917149.16;0.63;0.0808;0.5586;3079.1143;0.09;0.06;9.00;2.41
751;1;LSTAR_KTC;1.41;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;400;100;2402;48.0;25721483.58;18557523.37;16171939.03;0.72;0.2152;0.7225;2719.6700;0.08;0.05;8.00;2.48
752;2;LSTAR_KTC;1.41;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;400;100;2392;47.8;22652109.58;16544102.93;16938504.77;0.64;0.1944;0.7424;2128.3900;0.08;0.05;9.00;2.48
750;5;LSTAR_KTC;1.41;2.00;0.00;1.0;0.500;DATACOLLECTION;1.00;400;100;2196;43.9;36181611.10;23903726.33;32530452.88;0.56;0.0778;0.5020;3074.9233;0.09;0.06;8.00;2.54
745;5;LSTAR_KTC;1.41;2.00;0.00;0.5;0.500;DATACOLLECTION;1.00;400;100;2164;43.3;41440413.94;34076150.33;26084479.67;0.72;0.1855;0.5683;9857.5086;0.10;0.07;13.00;3.35
754;4;LSTAR_KTC;1.41;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;400;100;2424;48.5;20481272.04;12577322.48;19872540.50;0.52;0.0397;0.6769;602.1617;0.08;0.05;10.00;2.50
753;3;LSTAR_KTC;1.41;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;400;100;2684;53.7;34345609.35;27269492.47;20349968.82;0.74;0.3023;0.7449;2091.6610;0.07;0.04;9.00;2.51
755;5;LSTAR_KTC;1.41;2.00;0.00;2.0;0.500;DATACOLLECTION;1.00;400;100;2298;46.0;18602528.05;11938243.61;18126124.76;0.52;0.0311;0.6441;335.2649;0.08;0.05;9.00;2.56
757;2;LSTAR_KTC;1.41;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;400;100;2416;48.3;42228498.93;32615534.07;26424187.76;0.72;0.2429;0.7347;3223.9779;0.08;0.05;11.00;2.57
756;1;LSTAR_KTC;1.41;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;400;100;2356;47.1;33320509.83;23974049.27;23371954.50;0.67;0.1261;0.6888;2386.0901;0.08;0.05;8.00;2.50
759;4;LSTAR_KTC;1.41;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;400;100;2430;48.6;31873014.08;22138201.63;25526449.71;0.61;0.0661;0.6588;2091.7304;0.08;0.05;10.00;2.53
758;3;LSTAR_KTC;1.41;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;400;100;2612;52.2;34325999.48;24337307.01;26511586.12;0.63;0.1408;0.6940;2257.0614;0.07;0.05;8.00;2.46
761;1;LSTAR_KTC;1.41;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;400;100;2526;50.5;27910570.26;23019678.68;13735352.47;0.81;0.2518;0.7504;4412.7525;0.08;0.04;9.00;2.68
763;3;LSTAR_KTC;1.41;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;400;100;2818;56.4;31744458.23;25771301.89;15080289.15;0.82;0.3617;0.8118;2230.6740;0.07;0.04;8.00;2.33
762;2;LSTAR_KTC;1.41;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;400;100;2352;47.0;45844088.29;39995122.96;16541190.13;0.89;0.4175;0.8233;3986.4458;0.08;0.05;9.00;2.55
764;4;LSTAR_KTC;1.41;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;400;100;2584;51.7;16629622.73;10268969.59;16295798.78;0.51;0.0311;0.7400;510.4546;0.08;0.05;9.00;2.37
765;5;LSTAR_KTC;1.41;2.00;0.00;1.0;1.500;DATACOLLECTION;1.00;400;100;2370;47.4;20493667.46;11304590.59;21735309.32;0.47;0.0626;0.7317;821.2892;0.08;0.04;8.00;2.43
766;1;LSTAR_KTC;1.41;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;400;100;2662;53.2;48291936.92;40365551.32;20032923.42;0.85;0.2797;0.6861;3010.2947;0.09;0.06;8.00;2.30
769;4;LSTAR_KTC;1.41;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;400;100;2718;54.4;19180567.41;11976630.08;16012230.38;0.59;0.0595;0.7440;825.8083;0.09;0.06;8.00;2.38
760;5;LSTAR_KTC;1.41;2.00;0.00;0.5;1.500;DATACOLLECTION;1.00;400;100;2234;44.7;30864992.00;18687966.90;32049956.26;0.48;0.0658;0.6374;2270.7929;0.08;0.05;8.00;2.46
767;2;LSTAR_KTC;1.41;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;400;100;2650;53.0;41678619.53;29907682.43;32740161.19;0.62;0.1179;0.3462;2389.9703;0.10;0.06;8.00;2.34
768;3;LSTAR_KTC;1.41;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;400;100;2996;59.9;36457361.59;28795282.87;24058499.53;0.70;0.1678;0.5420;2865.1107;0.10;0.06;9.00;2.31
770;5;LSTAR_KTC;1.41;2.00;0.00;2.0;1.500;DATACOLLECTION;1.00;400;100;2744;54.9;21403451.92;13334045.57;20567091.40;0.52;0.0669;0.7103;844.9306;0.09;0.06;7.00;2.22
773;3;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;500;100;1604;32.1;96320360.81;74431720.70;33185804.59;0.89;0.5193;0.7710;1304.5922;1.00;1.00;1.00;1.00
771;1;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;500;100;1686;33.7;37622136.39;14044946.47;47317502.44;0.39;0.0619;0.1369;357.3116;1.00;1.00;1.00;1.00
774;4;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;500;100;1600;32.0;63545261.71;41917153.33;39263378.01;0.73;0.2101;0.4355;1271.6165;1.00;1.00;1.00;1.00
772;2;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;500;100;1676;33.5;49813739.74;26523199.55;44425007.20;0.56;0.1116;0.2524;1492.5558;1.00;1.00;1.00;1.00
775;5;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.000;DATACOLLECTION;1.00;500;100;1688;33.8;51146986.42;27585704.01;45414199.12;0.56;0.1098;0.2341;411.4847;1.00;1.00;1.00;1.00
777;2;MAXPOWER_TC;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;500;100;1678;33.6;120857158.04;110889048.80;32205683.37;0.93;0.5313;0.7601;3025.1864;1.00;1.00;1.00;1.00
780;5;MAXPOWER_TC;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;500;100;1736;34.7;127621326.14;120974608.73;34000236.63;0.93;0.6764;0.8734;3986.1951;1.00;1.00;1.00;1.00
779;4;MAXPOWER_TC;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;500;100;1630;32.6;119655203.40;107293422.83;30137300.58;0.94;0.5503;0.7915;3355.7780;1.00;1.00;1.00;1.00
778;3;MAXPOWER_TC;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;500;100;1618;32.4;55303868.03;42998170.63;43857373.76;0.62;0.3335;0.5581;6810.9285;1.00;1.00;1.00;1.00
776;1;MAXPOWER_TC;NaN;NaN;0.00;0.5;0.500;DATACOLLECTION;1.00;500;100;1728;34.6;40099765.47;28232708.58;35359472.89;0.57;0.1175;0.2474;3769.2207;1.00;1.00;1.00;1.00
783;3;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;500;100;1648;33.0;122094798.76;112244433.96;35389871.04;0.92;0.5529;0.7698;3227.3106;1.00;1.00;1.00;1.00
782;2;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;500;100;1700;34.0;105138220.80;90952527.40;34266020.09;0.90;0.4137;0.6645;5061.5704;1.00;1.00;1.00;1.00
785;5;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;500;100;1766;35.3;115413934.67;104481000.68;37044156.47;0.91;0.4903;0.7138;2968.5557;1.00;1.00;1.00;1.00
781;1;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;500;100;1754;35.1;41102447.05;28596289.33;35110237.73;0.58;0.1547;0.3194;3998.5761;1.00;1.00;1.00;1.00
784;4;MAXPOWER_TC;NaN;NaN;0.00;1.0;0.500;DATACOLLECTION;1.00;500;100;1626;32.5;56919127.62;43754607.52;36196471.54;0.71;0.1661;0.3309;3683.0572;1.00;1.00;1.00;1.00
787;2;MAXPOWER_TC;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;500;100;1720;34.4;126152618.49;118271414.50;27139105.19;0.96;0.6636;0.8857;4061.4176;1.00;1.00;1.00;1.00
789;4;MAXPOWER_TC;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;500;100;1632;32.6;103815052.63;91088032.72;33361242.42;0.91;0.3854;0.6360;3324.7884;1.00;1.00;1.00;1.00
788;3;MAXPOWER_TC;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;500;100;1722;34.4;88383745.15;77842396.03;37309706.43;0.85;0.3320;0.5544;3527.4229;1.00;1.00;1.00;1.00
786;1;MAXPOWER_TC;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;500;100;1774;35.5;38911401.50;26023987.21;34997962.04;0.56;0.1031;0.2277;2623.2471;1.00;1.00;1.00;1.00
790;5;MAXPOWER_TC;NaN;NaN;0.00;2.0;0.500;DATACOLLECTION;1.00;500;100;1804;36.1;92336224.00;79449809.23;38488812.61;0.85;0.4043;0.6436;4831.8294;1.00;1.00;1.00;1.00
793;3;MAXPOWER_TC;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;500;100;1684;33.7;92061457.76;84243149.61;32328432.60;0.89;0.4006;0.6592;8097.9282;1.00;1.00;1.00;1.00
792;2;MAXPOWER_TC;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;500;100;1710;34.2;78029426.66;73001302.87;29557993.64;0.88;0.3779;0.6451;8357.6946;1.00;1.00;1.00;1.00
791;1;MAXPOWER_TC;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;500;100;1772;35.4;41808169.54;36179993.43;27508712.13;0.70;0.2038;0.4155;6894.6571;1.00;1.00;1.00;1.00
794;4;MAXPOWER_TC;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;500;100;1634;32.7;57268080.78;50349630.13;28075960.90;0.81;0.2743;0.5211;7521.7145;1.00;1.00;1.00;1.00
795;5;MAXPOWER_TC;NaN;NaN;0.00;0.5;1.500;DATACOLLECTION;1.00;500;100;1776;35.5;75050949.68;66258054.52;34539182.80;0.83;0.3949;0.6522;7714.4423;1.00;1.00;1.00;1.00
797;2;MAXPOWER_TC;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;500;100;1734;34.7;97354598.81;88619675.19;31193005.59;0.91;0.3980;0.6769;6813.0716;1.00;1.00;1.00;1.00
798;3;MAXPOWER_TC;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;500;100;1788;35.8;110370547.88;101768716.40;32468175.61;0.92;0.4868;0.7519;7670.1577;1.00;1.00;1.00;1.00
796;1;MAXPOWER_TC;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;500;100;1806;36.1;41033809.88;33544636.19;29698866.54;0.66;0.1579;0.3381;5489.9649;1.00;1.00;1.00;1.00
800;5;MAXPOWER_TC;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;500;100;1904;38.1;87008564.95;77526797.83;33300180.31;0.87;0.3307;0.5745;6071.5056;1.00;1.00;1.00;1.00
799;4;MAXPOWER_TC;NaN;NaN;0.00;1.0;1.500;DATACOLLECTION;1.00;500;100;1666;33.3;57464104.74;49184417.91;27836398.65;0.81;0.2229;0.4557;5912.4617;1.00;1.00;1.00;1.00
