meta-configNo;meta-seed;fs-TCAlgo;fs-TCParamK;fs-TCParamA;fs-WOpt;fs-TCint;fc-MobSpeed;fc-Scenario;fc-DatacollectionProbability;fc-WorldSize;fc-NodeCount;fc-EdgeCount;fc-TopologyDensity;m-EMean;m-EMedian;m-EStddev;m-EJain;m-DropRate;m-EndToEndDropRate;m-EndToEndLatency;m-TopologyStorageSpanner;m-TopologyDensitySpanner;m-HopSpannerMean;m-HopSpannerMax
5463;3;D_KTC;1.41;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;846;16.9;16383307.68;9692295.04;8860769.57;0.78;0.0004;0.0029;222.5825;0.39;0.31;6.00;1.83
5464;4;D_KTC;1.41;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;902;18.0;15869632.20;8976195.43;8416005.71;0.78;0.0002;0.0966;219.1749;0.37;0.30;7.00;2.12
5465;5;D_KTC;1.41;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;1088;21.8;16017725.34;9994894.57;7373592.29;0.83;0.0004;0.0031;267.2498;0.32;0.26;5.00;2.03
5466;1;D_KTC;1.41;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;1070;21.4;21481394.86;17774491.28;5168325.05;0.95;0.0007;0.1041;226.0181;0.28;0.22;16.00;2.68
5467;2;D_KTC;1.41;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;950;19.0;21098604.35;17813108.94;4829092.88;0.95;0.0002;0.1348;288.8247;0.27;0.20;14.42;2.66
5468;3;D_KTC;1.41;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;850;17.0;24750383.46;20275498.01;5947816.55;0.95;0.0032;0.1807;668.5931;0.28;0.22;17.00;2.65
5471;1;D_KTC;1.41;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;1060;21.2;17262392.13;15111849.74;3507633.66;0.96;0.0007;0.4531;412.3866;0.24;0.18;6.00;2.07
5469;4;D_KTC;1.41;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;928;18.6;22282320.00;18561515.27;5302043.01;0.95;0.0011;0.1187;346.6988;0.29;0.22;17.68;2.66
5472;2;D_KTC;1.41;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;966;19.3;18227593.05;16131297.74;3371455.17;0.97;0.0010;0.4466;521.4876;0.25;0.18;7.00;2.03
5470;5;D_KTC;1.41;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;1116;22.3;21020777.51;18100360.49;5079133.78;0.95;0.0006;0.1337;332.6096;0.27;0.20;16.25;2.72
5473;3;D_KTC;1.41;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;868;17.4;16756946.63;14887027.53;2771836.59;0.97;0.0004;0.5187;388.6671;0.25;0.18;12.00;2.35
5474;4;D_KTC;1.41;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;936;18.7;18736015.13;16249689.10;3826324.07;0.96;0.0003;0.3726;371.7640;0.27;0.20;6.00;2.06
5476;1;D_KTC;1.41;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;1082;21.6;14281730.15;12440144.38;2604501.75;0.97;0.0044;0.6482;911.0112;0.24;0.17;6.00;2.06
5477;2;D_KTC;1.41;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;974;19.5;12928401.40;11410786.65;2084465.69;0.97;0.0065;0.7925;1587.5178;0.23;0.16;6.00;2.07
5475;5;D_KTC;1.41;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;1104;22.1;17401029.02;14469133.27;3983909.96;0.95;0.0000;0.4014;292.8026;0.26;0.19;10.50;2.18
5479;4;D_KTC;1.41;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;946;18.9;11726442.63;10299615.76;1784214.44;0.98;0.0059;0.8073;455.7640;0.25;0.17;7.00;2.19
5480;5;D_KTC;1.41;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;1100;22.0;11932539.04;10704049.47;1818756.26;0.98;0.0078;0.8235;542.6030;0.22;0.15;7.00;2.23
5478;3;D_KTC;1.41;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;900;18.0;17419046.46;14344372.11;3623893.03;0.96;0.0073;0.5467;1473.2692;0.26;0.18;7.00;1.93
5481;1;D_KTC;1.41;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;1088;21.8;18286185.71;16959521.81;2198496.81;0.99;0.0008;0.6764;1465.2094;0.23;0.16;5.00;2.21
5482;2;D_KTC;1.41;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;966;19.3;16949517.77;15472979.73;2052088.60;0.99;0.0020;0.7611;807.7836;0.22;0.15;5.00;2.01
5483;3;D_KTC;1.41;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;886;17.7;16885918.99;15772282.00;1675638.24;0.99;0.0024;0.7405;359.2504;0.23;0.16;6.00;1.89
5484;4;D_KTC;1.41;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;944;18.9;17354133.79;16310823.03;2054001.64;0.99;0.0011;0.7192;337.9424;0.24;0.17;7.00;2.07
5487;2;D_KTC;1.41;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;958;19.2;13662929.59;12578858.70;1546404.72;0.99;0.0110;0.8572;3666.5988;0.22;0.14;6.00;NaN
5486;1;D_KTC;1.41;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;1064;21.3;17069563.84;15151109.74;2751957.38;0.97;0.0075;0.6761;3268.6192;0.22;0.15;7.00;2.09
5485;5;D_KTC;1.41;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;1082;21.6;16767607.90;15413578.44;2193091.24;0.98;0.0002;0.7413;455.6225;0.23;0.16;5.00;2.02
5489;4;D_KTC;1.41;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;970;19.4;11159262.42;10631695.92;1017949.51;0.99;0.0000;0.8876;16.9959;0.23;0.15;7.00;2.25
5488;3;D_KTC;1.41;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;924;18.5;18469785.12;15729297.62;3290304.31;0.97;0.0155;0.7612;3946.4725;0.23;0.16;8.00;2.12
5490;5;D_KTC;1.41;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;1072;21.4;10851625.56;10223053.05;957031.11;0.99;0.0000;0.8991;113.7475;0.23;0.15;6.00;NaN
5491;1;D_KTC;1.41;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;1044;20.9;15043780.58;13396177.22;2409513.76;0.98;0.0073;0.7293;1409.5298;0.25;0.18;6.00;2.12
5494;4;D_KTC;1.41;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;994;19.9;12436094.26;10910523.28;1717461.06;0.98;0.0169;0.8727;578.0477;0.27;0.18;6.00;2.18
5495;5;D_KTC;1.41;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;1086;21.7;11146695.48;10376100.38;1183124.32;0.99;0.0031;0.8721;1977.2615;0.25;0.17;7.00;2.24
5492;2;D_KTC;1.41;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;1050;21.0;17077785.27;14446543.45;3379833.46;0.96;0.0021;0.5019;1002.6341;0.27;0.19;6.00;2.13
5493;3;D_KTC;1.41;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;940;18.8;22430289.18;20122362.19;4228330.91;0.97;0.0056;0.3497;1966.5489;0.30;0.22;7.00;2.07
5496;1;E_KTC;1.00;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;1058;21.2;15199767.78;8705797.83;8523359.91;0.76;0.0004;0.0030;206.6087;0.30;0.24;8.00;2.10
5497;2;E_KTC;1.00;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;934;18.7;16272592.30;8937631.52;8600186.19;0.78;0.0004;0.0037;231.4588;0.35;0.28;6.00;2.07
5498;3;E_KTC;1.00;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;846;16.9;15906596.75;7552451.30;10247316.49;0.71;0.0003;0.0026;237.6753;0.38;0.31;5.00;1.80
5499;4;E_KTC;1.00;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;902;18.0;15958916.84;7964698.51;9210856.84;0.75;0.0004;0.0986;224.4269;0.35;0.28;6.00;1.97
5500;5;E_KTC;1.00;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;1088;21.8;16050169.29;8104561.35;10240900.51;0.71;0.0008;0.0068;225.3081;0.30;0.23;6.00;2.12
5501;1;E_KTC;1.00;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;1070;21.4;20170415.35;18038557.24;4075004.85;0.96;0.0009;0.0825;257.9869;0.31;0.25;12.42;2.21
5502;2;E_KTC;1.00;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;950;19.0;20022085.48;17894071.75;3617473.58;0.97;0.0011;0.1206;208.3603;0.29;0.23;14.24;2.33
5503;3;E_KTC;1.00;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;850;17.0;22066361.57;19430439.29;4001139.15;0.97;0.0019;0.1049;342.6786;0.31;0.25;14.06;2.33
5504;4;E_KTC;1.00;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;928;18.6;20394376.35;18344328.68;4048835.90;0.96;0.0007;0.0620;280.7350;0.32;0.25;11.19;2.15
5506;1;E_KTC;1.00;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;1060;21.2;18096863.17;15890809.54;3516386.80;0.96;0.0004;0.2698;339.1427;0.28;0.21;10.50;2.41
5505;5;E_KTC;1.00;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;1116;22.3;22099370.52;20046242.66;4767087.05;0.96;0.0036;0.1101;408.1998;0.30;0.24;12.40;2.24
5507;2;E_KTC;1.00;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;966;19.3;19093792.72;17452391.59;3081632.60;0.97;0.0004;0.2818;396.7065;0.27;0.21;10.50;2.36
5508;3;E_KTC;1.00;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;868;17.4;18337162.39;16647923.34;3227724.80;0.97;0.0010;0.3458;350.5689;0.28;0.22;7.00;1.86
5511;1;E_KTC;1.00;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;1082;21.6;17581198.06;14952080.33;3883219.67;0.95;0.0058;0.5022;1012.3386;0.28;0.21;7.00;2.23
5509;4;E_KTC;1.00;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;936;18.7;20054004.74;17850648.05;4011384.84;0.96;0.0010;0.2314;334.6831;0.30;0.23;7.00;2.07
5512;2;E_KTC;1.00;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;974;19.5;14150985.50;12943202.49;2132593.51;0.98;0.0021;0.6295;863.5438;0.26;0.19;7.00;2.11
5510;5;E_KTC;1.00;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;1104;22.1;18224571.86;15501663.79;3671343.51;0.96;0.0012;0.3011;375.8073;0.28;0.21;8.00;2.25
5513;3;E_KTC;1.00;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;900;18.0;16888671.29;15067344.15;2663250.98;0.98;0.0035;0.4466;1106.5662;0.29;0.21;6.00;1.89
5514;4;E_KTC;1.00;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;946;18.9;13602100.25;12355120.14;2145911.91;0.98;0.0016;0.6445;531.8376;0.28;0.20;7.00;2.07
5515;5;E_KTC;1.00;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;1100;22.0;13967340.91;12392622.11;2562425.06;0.97;0.0033;0.6472;306.3584;0.25;0.18;8.00;2.27
5516;1;E_KTC;1.00;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;1088;21.8;21514196.52;19808098.87;2428625.60;0.99;0.0005;0.4584;746.6536;0.26;0.19;11.00;2.31
5517;2;E_KTC;1.00;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;966;19.3;20450607.52;19938002.55;2482839.73;0.99;0.0008;0.5666;623.8580;0.25;0.18;6.00;2.07
5518;3;E_KTC;1.00;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;886;17.7;21025185.99;20005800.02;2213814.25;0.99;0.0016;0.5768;487.6338;0.26;0.20;7.00;1.96
5519;4;E_KTC;1.00;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;944;18.9;20096757.67;19144212.91;2432945.77;0.99;0.0000;0.5204;249.9910;0.27;0.20;6.00;1.98
5522;2;E_KTC;1.00;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;958;19.2;16130868.40;14620100.80;2260988.41;0.98;0.0171;0.8023;1464.9814;0.24;0.17;6.00;NaN
5521;1;E_KTC;1.00;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;1064;21.3;18665841.49;17195614.99;2325354.73;0.98;0.0014;0.5664;1798.8918;0.25;0.18;8.00;2.22
5523;3;E_KTC;1.00;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;924;18.5;18904234.87;17603149.01;2022796.44;0.99;0.0111;0.6895;2293.0712;0.26;0.19;6.00;2.02
5524;4;E_KTC;1.00;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;970;19.4;13342891.43;12672656.72;1395693.34;0.99;0.0000;0.8119;173.9314;0.26;0.18;7.00;2.15
5525;5;E_KTC;1.00;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;1072;21.4;12962922.93;12359108.52;1184508.77;0.99;0.0000;0.8290;93.1612;0.25;0.18;6.00;NaN
5520;5;E_KTC;1.00;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;1082;21.6;21233093.19;19888330.79;2906551.63;0.98;0.0006;0.4746;655.1427;0.26;0.20;8.00;2.26
5526;1;E_KTC;1.00;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;1044;20.9;15440523.37;14243364.99;2187739.32;0.98;0.0063;0.6668;1247.8624;0.27;0.20;6.00;2.05
5529;4;E_KTC;1.00;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;994;19.9;13422326.53;12423021.54;1577470.13;0.99;0.0091;0.8146;501.2183;0.28;0.20;7.00;2.02
5527;2;E_KTC;1.00;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;1050;21.0;19073750.65;17130426.25;3855844.42;0.96;0.0040;0.4856;1041.7858;0.29;0.21;7.00;2.12
5530;5;E_KTC;1.00;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;1086;21.7;12768136.52;11627826.77;1418644.94;0.99;0.0054;0.7958;668.9727;0.28;0.20;6.00;2.21
5528;3;E_KTC;1.00;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;940;18.8;23089669.44;20641900.82;3837283.83;0.97;0.0068;0.3659;2128.0967;0.32;0.24;7.00;2.00
5531;1;E_KTC;1.41;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;1058;21.2;14774798.49;9035955.51;7275999.05;0.81;0.0025;0.0123;293.9469;0.71;0.68;3.00;1.27
5532;2;E_KTC;1.41;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;934;18.7;15526559.64;9978514.62;6531436.06;0.85;0.0025;0.0132;379.3200;0.69;0.66;3.00;1.29
5533;3;E_KTC;1.41;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;846;16.9;14006383.06;8254833.28;8978106.24;0.71;0.0011;0.0059;247.6523;0.76;0.73;3.00;1.26
5534;4;E_KTC;1.41;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;902;18.0;14220125.89;8660778.58;6487966.51;0.83;0.0018;0.1034;271.7881;0.75;0.72;3.00;1.22
5535;5;E_KTC;1.41;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;1088;21.8;14375762.36;8851411.90;6715634.11;0.82;0.0026;0.0125;264.0911;0.71;0.68;3.00;1.28
5536;1;E_KTC;1.41;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;1070;21.4;21588163.79;18100326.92;5377212.14;0.94;0.0052;0.0381;323.4732;0.67;0.63;4.02;1.33
5537;2;E_KTC;1.41;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;950;19.0;19910561.52;17066405.19;4231926.78;0.96;0.0021;0.0319;355.3829;0.67;0.64;4.13;1.33
5538;3;E_KTC;1.41;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;850;17.0;25189794.17;20467569.51;6154860.19;0.94;0.0081;0.0483;621.8066;0.67;0.64;4.51;1.34
5539;4;E_KTC;1.41;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;928;18.6;22946717.35;18265034.18;6182676.81;0.93;0.0060;0.0338;531.2391;0.67;0.64;4.30;1.34
5541;1;E_KTC;1.41;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;1060;21.2;19056188.12;16645366.47;4163677.30;0.95;0.0024;0.0475;297.7496;0.64;0.61;4.56;1.37
5540;5;E_KTC;1.41;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;1116;22.3;21997534.88;18368477.57;5682003.80;0.94;0.0056;0.0402;485.9417;0.68;0.65;3.94;1.32
5542;2;E_KTC;1.41;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;966;19.3;24172255.46;20517075.94;5947321.76;0.94;0.0067;0.0495;555.6087;0.63;0.60;4.18;1.37
5543;3;E_KTC;1.41;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;868;17.4;19650030.39;16651910.56;3949470.25;0.96;0.0019;0.0411;313.8445;0.65;0.61;4.85;1.37
5544;4;E_KTC;1.41;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;936;18.7;19269448.38;16122239.50;4340230.78;0.95;0.0022;0.0189;298.9480;0.64;0.61;4.42;1.36
5545;5;E_KTC;1.41;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;1104;22.1;20361311.90;17543879.97;4872018.98;0.95;0.0031;0.0514;431.1846;0.64;0.61;4.91;1.36
5546;1;E_KTC;1.41;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;1082;21.6;19203356.49;15850094.31;4199255.85;0.95;0.0029;0.0315;402.3244;0.63;0.59;4.96;1.36
5547;2;E_KTC;1.41;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;974;19.5;21618098.93;18637386.24;4561291.11;0.96;0.0029;0.0542;690.2174;0.61;0.57;5.39;1.38
5548;3;E_KTC;1.41;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;900;18.0;22364171.13;19258346.30;4723036.72;0.96;0.0038;0.0772;751.6867;0.61;0.58;5.54;1.37
5550;5;E_KTC;1.41;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;1100;22.0;18959435.05;16493185.90;4405341.22;0.95;0.0020;0.0813;506.9233;0.63;0.59;4.57;1.35
5549;4;E_KTC;1.41;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;946;18.9;19447102.75;16152572.15;4243692.95;0.95;0.0016;0.0257;484.0839;0.63;0.59;5.21;1.38
5551;1;E_KTC;1.41;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;1088;21.8;27525255.65;24724517.94;4505534.51;0.97;0.0055;0.0464;548.3516;0.61;0.57;5.16;1.40
5552;2;E_KTC;1.41;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;966;19.3;26634144.66;25137787.45;4011326.42;0.98;0.0045;0.0649;786.0214;0.61;0.58;5.24;1.38
5553;3;E_KTC;1.41;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;886;17.7;31181020.58;27837669.39;4959735.14;0.98;0.0079;0.0676;794.5932;0.60;0.57;5.86;1.42
5554;4;E_KTC;1.41;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;944;18.9;27618033.29;25750314.85;4773437.94;0.97;0.0047;0.0436;581.0571;0.62;0.58;5.58;1.40
5555;5;E_KTC;1.41;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;1082;21.6;28882485.76;26683731.80;5551443.19;0.96;0.0070;0.0619;688.1143;0.62;0.59;5.24;1.39
5556;1;E_KTC;1.41;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;1064;21.3;27750007.25;25323735.26;4535021.60;0.97;0.0078;0.0853;1232.5146;0.60;0.56;5.60;1.38
5557;2;E_KTC;1.41;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;958;19.2;26933498.24;25128714.91;3983059.46;0.98;0.0031;0.0744;1392.3948;0.60;0.56;6.47;1.43
5558;3;E_KTC;1.41;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;924;18.5;33351372.21;30225983.76;5490486.06;0.97;0.0099;0.1024;1667.6394;0.60;0.56;6.34;1.42
5559;4;E_KTC;1.41;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;970;19.4;31627581.85;27605520.76;6468688.19;0.96;0.0078;0.0769;1415.7738;0.60;0.56;6.34;1.44
5560;5;E_KTC;1.41;NaN;0.00;1.0;1.500;POINTTOPOINT;1.00;700;100;1072;21.4;25780880.93;23192567.78;4588123.27;0.97;0.0028;0.0726;1111.6025;0.61;0.57;7.49;1.46
5561;1;E_KTC;1.41;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;1044;20.9;23614130.71;20305717.83;4252709.46;0.97;0.0039;0.1068;1435.7250;0.65;0.61;8.32;1.37
5562;2;E_KTC;1.41;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;1050;21.0;26144414.92;23034318.05;5406119.53;0.96;0.0077;0.1579;1518.5555;0.66;0.62;6.50;1.37
5563;3;E_KTC;1.41;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;940;18.8;27699257.97;23807763.33;5767840.10;0.96;0.0082;0.1466;1839.1685;0.67;0.64;5.52;1.32
5564;4;E_KTC;1.41;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;994;19.9;24093134.50;21065987.58;4465299.48;0.97;0.0034;0.0904;1404.3149;0.64;0.59;7.24;1.41
5565;5;E_KTC;1.41;NaN;0.00;2.0;1.500;POINTTOPOINT;1.00;700;100;1086;21.7;24398457.92;21397427.21;4908032.19;0.96;0.0029;0.0711;1300.1662;0.64;0.61;7.21;1.38
5566;1;LMST;NaN;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;1058;21.2;19444161.39;9952976.93;12987734.72;0.69;0.0008;0.0089;290.0174;0.27;0.20;11.00;2.92
5567;2;LMST;NaN;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;934;18.7;18017281.00;9505019.92;9426961.25;0.79;0.0001;0.0012;256.5644;0.30;0.22;10.00;2.69
5568;3;LMST;NaN;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;846;16.9;18365770.08;9657715.74;11542640.26;0.72;0.0004;0.0038;207.6670;0.33;0.25;13.00;2.44
5569;4;LMST;NaN;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;902;18.0;18727201.99;9265461.90;10684476.33;0.76;0.0004;0.0995;233.9168;0.31;0.23;12.00;2.86
5571;1;LMST;NaN;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;1070;21.4;13829397.76;12305223.00;2105987.76;0.98;0.0001;0.6621;64.3490;0.24;0.17;22.00;3.34
5572;2;LMST;NaN;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;950;19.0;13456187.70;12313947.65;1964597.59;0.98;0.0006;0.7480;323.9211;0.22;0.15;9.00;2.76
5573;3;LMST;NaN;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;850;17.0;13103243.42;12353497.07;1771740.40;0.98;0.0001;0.7371;98.0588;0.24;0.16;15.00;2.72
5570;5;LMST;NaN;NaN;0.00;1.0;0.000;POINTTOPOINT;1.00;700;100;1088;21.8;20266000.52;9692241.36;13099826.58;0.71;0.0007;0.0085;271.7921;0.26;0.19;20.00;3.21
5576;1;LMST;NaN;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;1060;21.2;9192873.96;8712036.72;776135.27;0.99;0.0000;0.9080;15.9020;0.20;0.13;20.00;3.38
5577;2;LMST;NaN;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;966;19.3;9092105.29;8747923.02;671628.09;0.99;0.0000;0.9230;9.7701;0.20;0.13;25.00;3.10
5574;4;LMST;NaN;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;928;18.6;13993532.47;12622945.28;1978383.92;0.98;0.0002;0.6773;219.0118;0.24;0.17;12.00;3.17
5578;3;LMST;NaN;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;868;17.4;9313809.34;8885070.59;666083.25;0.99;0.0000;0.9079;9.7383;0.21;0.14;15.00;2.74
5579;4;LMST;NaN;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;936;18.7;9772189.06;9061611.12;978690.87;0.99;0.0000;0.8718;12.7988;0.23;0.15;16.00;3.18
5575;5;LMST;NaN;NaN;0.00;0.5;0.500;POINTTOPOINT;1.00;700;100;1116;22.3;12057492.63;10993487.99;1736123.96;0.98;0.0000;0.7603;20.5925;0.22;0.15;14.00;3.29
5580;5;LMST;NaN;NaN;0.00;1.0;0.500;POINTTOPOINT;1.00;700;100;1104;22.1;9191594.37;8770490.64;724267.96;0.99;0.0000;0.9071;8.8360;0.21;0.14;18.00;3.28
5582;2;LMST;NaN;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;974;19.5;9888527.19;9012795.18;1275785.54;0.98;0.0137;0.9173;5368.4315;0.19;0.11;12.00;2.90
5581;1;LMST;NaN;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;1082;21.6;12468836.17;10930673.44;2321326.51;0.97;0.0095;0.7584;1590.2574;0.20;0.12;11.00;3.11
5584;4;LMST;NaN;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;946;18.9;8374588.62;8026447.46;542642.89;1.00;0.0058;0.9383;2890.0215;0.21;0.13;13.00;2.78
5585;5;LMST;NaN;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;1100;22.0;9017762.05;8159938.32;1030245.71;0.99;0.0525;0.9557;1612.9359;0.18;0.11;19.00;3.32
5583;3;LMST;NaN;NaN;0.00;2.0;0.500;POINTTOPOINT;1.00;700;100;900;18.0;13942024.64;11946135.55;2645692.73;0.97;0.0035;0.6252;1828.0725;0.21;0.13;12.00;2.67
5587;2;LMST;NaN;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;966;19.3;10732510.12;10037196.32;1002844.42;0.99;0.0483;0.9480;591.1346;0.18;0.11;19.00;2.99
5586;1;LMST;NaN;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;1088;21.8;12093867.01;11287003.50;1406539.89;0.99;0.0193;0.8851;4020.1892;0.19;0.11;12.00;3.17
5588;3;LMST;NaN;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;886;17.7;13571229.63;11809745.33;2322454.67;0.97;0.0658;0.9311;4094.1093;0.19;0.12;15.00;2.69
5589;4;LMST;NaN;NaN;0.00;0.5;1.500;POINTTOPOINT;1.00;700;100;944;18.9;9719952.13;9291150.29;632959.73;1.00;0.0000;0.9435;15.5875;0.20;0.12;13.00;2.72
